,name,proximal_neighborhood,map_neighborhood,lat,lng,distance,neighborhood,categories,address,labeledLatLngs,postalCode,cc,city,state,country,formattedAddress,crossStreet,id
4,Club BWI,,,40.73238252893732,-73.81007417185528,2596,Riverdale,Nightclub,,"[{'label': 'display', 'lat': 40.73238252893732, 'lng': -73.81007417185528}]",,US,Queens,NY,United States,"['Queens, NY', 'United States']",,
0,Club BWI,,,40.73238252893732,-73.81007417185528,1133,Wakefield,Nightclub,,"[{'label': 'display', 'lat': 40.73238252893732, 'lng': -73.81007417185528}]",,US,Queens,NY,United States,"['Queens, NY', 'United States']",,
1,Pasion Night Club,,,40.749948,-73.817411,2529,Co-op City,Bar,,"[{'label': 'display', 'lat': 40.749948, 'lng': -73.817411}]",11355,US,Flushing,NY,United States,"['Flushing, NY 11355', 'United States']",,
0,Club BWI,,,40.73238252893732,-73.81007417185528,523,Wakefield,Nightclub,,"[{'label': 'display', 'lat': 40.73238252893732, 'lng': -73.81007417185528}]",,US,Queens,NY,United States,"['Queens, NY', 'United States']",,
1,Pasion Night Club,,,40.749948,-73.817411,1978,Co-op City,Bar,,"[{'label': 'display', 'lat': 40.749948, 'lng': -73.817411}]",11355,US,Flushing,NY,United States,"['Flushing, NY 11355', 'United States']",,
0,PureNY Nightclub,,,40.76005082320337,-73.90125017948878,1270,Wakefield,Nightclub,62-05 30th Ave,"[{'label': 'display', 'lat': 40.76005082320337, 'lng': -73.90125017948878}]",11377,US,Woodside,NY,United States,"['62-05 30th Ave', 'Woodside, NY 11377', 'United States']",,4bc92319511f9521eb4aadc7
1,Melao Night Club,,,40.747616,-73.886475,2620,Co-op City,Nightclub,7905 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747616, 'lng': -73.886475}]",11372,US,Jackson Heights,NY,United States,"['7905 Roosevelt Ave', 'Jackson Heights, NY 11372', 'United States']",,51ac180a498e83fcf1d990ed
2,Doha Nightclub NYC,,,40.753056,-73.933011,3760,Eastchester,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.753056, 'lng': -73.933011}]",11101,US,Long Island City,NY,United States,"['3834 31st St', 'Long Island City, NY 11101', 'United States']",,5a58a0b5c47cf954cad00ad1
3,La Boom,,,40.75359733615381,-73.90445285361817,2035,Fieldston,Nightclub,5615 Northern Blvd,"[{'label': 'display', 'lat': 40.75359733615381, 'lng': -73.90445285361817}]",11377,US,Woodside,NY,United States,"['5615 Northern Blvd (at 57th St)', 'Woodside, NY 11377', 'United States']",,4b65438ff964a52013eb2ae3
4,Pappagallo Night Club,,,40.7689831,-73.9106053,1350,Riverdale,Nightclub,Steinway Street,"[{'label': 'display', 'lat': 40.7689831, 'lng': -73.9106053}]",11103,US,Astoria,NY,United States,"['Steinway Street (31st Street)', 'Astoria, NY 11103', 'United States']",,4c84340251ada1cd2b3b2d10
5,Pa'l Karajo,,,40.75407611068678,-73.89992237091064,1861,Kingsbridge,Nightclub,6207 Northern Blvd.,"[{'label': 'display', 'lat': 40.75407611068678, 'lng': -73.89992237091064}]",11377,US,Jackson Heights,NY,United States,"['6207 Northern Blvd.', 'Jackson Heights, NY 11377', 'United States']",,4e1958dad1648b83483b7adf
6,Medusa Night Club,,,40.76374935949807,-73.90428606748786,1091,Marble Hill,Nightclub,25-18 50th St,"[{'label': 'display', 'lat': 40.76374935949807, 'lng': -73.90428606748786}]",11377,US,Woodside,NY,United States,"['25-18 50th St (25th avenue)', 'Woodside, NY 11377', 'United States']",,53118e23498e874d47549229
7,Flamingo,,,40.747835557616135,-73.88117802604035,2749,Woodlawn,Nightclub,85-12 Roosevelt Ave,"[{'label': 'display', 'lat': 40.747835557616135, 'lng': -73.88117802604035}]",,US,Corona,NY,United States,"['85-12 Roosevelt Ave', 'Corona, NY', 'United States']",,4dc7728bae608779d16c3358
8,Mangos Night Club,,,40.747257,-73.887091,2645,Norwood,Bar,,"[{'label': 'display', 'lat': 40.747257, 'lng': -73.887091}]",11373,US,Elmhurst,NY,United States,"['Elmhurst, NY 11373', 'United States']",,503aaf62e4b021b47a29e7d2
9,Purlieu,,,40.75538156703345,-73.92763805335761,3238,Williamsbridge,Lounge,36-04 34th Street,"[{'label': 'display', 'lat': 40.75538156703345, 'lng': -73.92763805335761}]",11106,US,Astoria,NY,United States,"['36-04 34th Street (36th Avenue & 34th Street)', 'Astoria, NY 11106', 'United States']",,5166fa34e4b0503b7758067a
10,Amnesia Night Club,,,40.758767618875446,-73.91986486617026,2482,Baychester,Lounge,,"[{'label': 'display', 'lat': 40.758767618875446, 'lng': -73.91986486617026}]",11103,US,Astoria,NY,United States,"['Astoria, NY 11103', 'United States']",,4c6772f29cedd13abfca78a1
11,LIT NYC GENTLEMEN CLUB,,,40.75427616575544,-73.92264652206751,2957,Pelham Parkway,Nightclub,35-35 Steinway St,"[{'label': 'display', 'lat': 40.75427616575544, 'lng': -73.92264652206751}]",11101,US,Astoria,NY,United States,"['35-35 Steinway St (Steinway street)', 'Astoria, NY 11101', 'United States']",,528276f211d215cb2b1f7e1f
12,Hairo's Night Club,,,40.74776077270508,-73.88443756103516,2655,City Island,Nightclub,81-09 Roosevelt Ave,"[{'label': 'display', 'lat': 40.74776077270508, 'lng': -73.88443756103516}]",11372,US,Jackson Heights,NY,United States,"['81-09 Roosevelt Ave', 'Jackson Heights, NY 11372', 'United States']",,4c02ae136c349c741736750c
13,Chango Night Club,,,40.75291146727775,-73.93293673154425,3762,Bedford Park,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.75291146727775, 'lng': -73.93293673154425}]",11101,US,Long Island City,NY,United States,"['3834 31st St (btwn 38th & 39th Ave.)', 'Long Island City, NY 11101', 'United States']",,4c021817fd082d7f18f90785
0,Luna Night Club & Lounge,,,40.846210181854474,-73.90124081292899,1645,Wakefield,Nightclub,1834 Webster Ave,"[{'label': 'display', 'lat': 40.846210181854474, 'lng': -73.90124081292899}]",10457,US,Bronx,NY,United States,"['1834 Webster Ave', 'Bronx, NY 10457', 'United States']",,
1,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,950,Co-op City,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
2,Templo Caribeno Night Club,,,40.819281,-73.91416,1737,Eastchester,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
3,Ballers Night Club,,,40.841407000000004,-73.917259,1750,Fieldston,Nightlife Spot,1465 Jerome Ave,"[{'label': 'display', 'lat': 40.841407000000004, 'lng': -73.917259}, {'label': 'entrance', 'lat': 40.841343, 'lng': -73.917102}]",10452,US,Bronx,NY,United States,"['1465 Jerome Ave', 'Bronx, NY 10452', 'United States']",,
4,Le Trou Night Club,,,40.838348,-73.92006,1765,Riverdale,Lounge,,"[{'label': 'display', 'lat': 40.838348, 'lng': -73.92006}]",,US,,New York,United States,"['New York', 'United States']",,
5,Rhumba Night Club,,,40.847497,-73.90146999999999,1788,Kingsbridge,Nightclub,396 E Tremont Ave,"[{'label': 'display', 'lat': 40.847497, 'lng': -73.90146999999999}, {'label': 'entrance', 'lat': 40.847626, 'lng': -73.901387}]",10457,US,Bronx,NY,United States,"['396 E Tremont Ave', 'Bronx, NY 10457', 'United States']",,
6,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,2070,Marble Hill,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
7,Zoodo night club,,,40.843545,-73.917328,1914,Woodlawn,Nightclub,1518 Macombs Rd,"[{'label': 'display', 'lat': 40.843545, 'lng': -73.917328}, {'label': 'entrance', 'lat': 40.843506, 'lng': -73.917436}]",10452,US,Bronx,NY,United States,"['1518 Macombs Rd (172 street)', 'Bronx, NY 10452', 'United States']",172 street,
8,Capitol night club,,,40.81833160493077,-73.9263234076611,2569,Norwood,,150 & grand concourse,"[{'label': 'display', 'lat': 40.81833160493077, 'lng': -73.9263234076611}]",,US,Bronx,NY,United States,"['150 & grand concourse', 'Bronx, NY', 'United States']",,
9,plantations Night Club,,,40.81069676113962,-73.92792509271867,3224,Williamsbridge,General Entertainment,,"[{'label': 'display', 'lat': 40.81069676113962, 'lng': -73.92792509271867}]",10451,US,Bronx,NY,United States,"['Bronx, NY 10451', 'United States']",,
10,Tahbu Night Club,,,40.86130513100488,-73.91314201419885,3474,Baychester,Nightclub,,"[{'label': 'display', 'lat': 40.86130513100488, 'lng': -73.91314201419885}]",10468,US,Bronx,NY,United States,"['Bronx, NY 10468', 'United States']",,
0,Morroco Nightclub,,,40.82386405,-73.94702706666666,2628,Wakefield,Gay Bar,Washington Heights,"[{'label': 'display', 'lat': 40.82386405, 'lng': -73.94702706666666}]",10031,US,New York,NY,United States,"['Washington Heights', 'New York, NY 10031', 'United States']",,
1,Luna Night Club & Lounge,,,40.846210181854474,-73.90124081292899,2684,Co-op City,Nightclub,1834 Webster Ave,"[{'label': 'display', 'lat': 40.846210181854474, 'lng': -73.90124081292899}]",10457,US,Bronx,NY,United States,"['1834 Webster Ave', 'Bronx, NY 10457', 'United States']",,
2,Templo Caribeno Night Club,,,40.819281,-73.91416,628,Eastchester,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
3,Capitol night club,,,40.81833160493077,-73.9263234076611,1137,Fieldston,,150 & grand concourse,"[{'label': 'display', 'lat': 40.81833160493077, 'lng': -73.9263234076611}]",,US,Bronx,NY,United States,"['150 & grand concourse', 'Bronx, NY', 'United States']",,
4,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,1563,Riverdale,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
5,Le Trou Night Club,,,40.838348,-73.92006,1551,Kingsbridge,Lounge,,"[{'label': 'display', 'lat': 40.838348, 'lng': -73.92006}]",,US,,New York,United States,"['New York', 'United States']",,
6,Ballers Night Club,,,40.841407000000004,-73.917259,1854,Marble Hill,Nightlife Spot,1465 Jerome Ave,"[{'label': 'display', 'lat': 40.841407000000004, 'lng': -73.917259}, {'label': 'entrance', 'lat': 40.841343, 'lng': -73.917102}]",10452,US,Bronx,NY,United States,"['1465 Jerome Ave', 'Bronx, NY 10452', 'United States']",,
7,plantations Night Club,,,40.81069676113962,-73.92792509271867,1869,Woodlawn,General Entertainment,,"[{'label': 'display', 'lat': 40.81069676113962, 'lng': -73.92792509271867}]",10451,US,Bronx,NY,United States,"['Bronx, NY 10451', 'United States']",,
8,Zoodo night club,,,40.843545,-73.917328,2092,Norwood,Nightclub,1518 Macombs Rd,"[{'label': 'display', 'lat': 40.843545, 'lng': -73.917328}, {'label': 'entrance', 'lat': 40.843506, 'lng': -73.917436}]",10452,US,Bronx,NY,United States,"['1518 Macombs Rd (172 street)', 'Bronx, NY 10452', 'United States']",172 street,
9,Rhumba Night Club,,,40.847497,-73.90146999999999,2803,Williamsbridge,Nightclub,396 E Tremont Ave,"[{'label': 'display', 'lat': 40.847497, 'lng': -73.90146999999999}, {'label': 'entrance', 'lat': 40.847626, 'lng': -73.901387}]",10457,US,Bronx,NY,United States,"['396 E Tremont Ave', 'Bronx, NY 10457', 'United States']",,
10,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,3489,Baychester,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
0,Luna Night Club & Lounge,,,40.846210181854474,-73.90124081292899,1316,Wakefield,Nightclub,1834 Webster Ave,"[{'label': 'display', 'lat': 40.846210181854474, 'lng': -73.90124081292899}]",10457,US,Bronx,NY,United States,"['1834 Webster Ave', 'Bronx, NY 10457', 'United States']",,
1,Zoodo night club,,,40.843545,-73.917328,72,Co-op City,Nightclub,1518 Macombs Rd,"[{'label': 'display', 'lat': 40.843545, 'lng': -73.917328}, {'label': 'entrance', 'lat': 40.843506, 'lng': -73.917436}]",10452,US,Bronx,NY,United States,"['1518 Macombs Rd (172 street)', 'Bronx, NY 10452', 'United States']",172 street,
2,Tantra Nightclub & Lounge,,,40.868988244852254,-73.91725842509227,2801,Eastchester,Nightclub,10th Ave & 4th St SW,"[{'label': 'display', 'lat': 40.868988244852254, 'lng': -73.91725842509227}]",,US,Calgary,NY,United States,"['10th Ave & 4th St SW', 'Calgary, NY', 'United States']",,
3,Ballers Night Club,,,40.841407000000004,-73.917259,275,Fieldston,Nightlife Spot,1465 Jerome Ave,"[{'label': 'display', 'lat': 40.841407000000004, 'lng': -73.917259}, {'label': 'entrance', 'lat': 40.841343, 'lng': -73.917102}]",10452,US,Bronx,NY,United States,"['1465 Jerome Ave', 'Bronx, NY 10452', 'United States']",,
4,Morroco Nightclub,,,40.82386405,-73.94702706666666,3394,Riverdale,Gay Bar,Washington Heights,"[{'label': 'display', 'lat': 40.82386405, 'lng': -73.94702706666666}]",10031,US,New York,NY,United States,"['Washington Heights', 'New York, NY 10031', 'United States']",,
5,Le Trou Night Club,,,40.838348,-73.92006,677,Kingsbridge,Lounge,,"[{'label': 'display', 'lat': 40.838348, 'lng': -73.92006}]",,US,,New York,United States,"['New York', 'United States']",,
6,Rhumba Night Club,,,40.847497,-73.90146999999999,1334,Marble Hill,Nightclub,396 E Tremont Ave,"[{'label': 'display', 'lat': 40.847497, 'lng': -73.90146999999999}, {'label': 'entrance', 'lat': 40.847626, 'lng': -73.901387}]",10457,US,Bronx,NY,United States,"['396 E Tremont Ave', 'Bronx, NY 10457', 'United States']",,
7,Tahbu Night Club,,,40.86130513100488,-73.91314201419885,1966,Woodlawn,Nightclub,,"[{'label': 'display', 'lat': 40.86130513100488, 'lng': -73.91314201419885}]",10468,US,Bronx,NY,United States,"['Bronx, NY 10468', 'United States']",,
8,Templo Caribeno Night Club,,,40.819281,-73.91416,2739,Norwood,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
9,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,2789,Williamsbridge,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
10,Capitol night club,,,40.81833160493077,-73.9263234076611,2954,Baychester,,150 & grand concourse,"[{'label': 'display', 'lat': 40.81833160493077, 'lng': -73.9263234076611}]",,US,Bronx,NY,United States,"['150 & grand concourse', 'Bronx, NY', 'United States']",,
11,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,3331,Pelham Parkway,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
0,Luna Night Club & Lounge,,,40.846210181854474,-73.90124081292899,662,Wakefield,Nightclub,1834 Webster Ave,"[{'label': 'display', 'lat': 40.846210181854474, 'lng': -73.90124081292899}]",10457,US,Bronx,NY,United States,"['1834 Webster Ave', 'Bronx, NY 10457', 'United States']",,
1,Tantra Nightclub & Lounge,,,40.868988244852254,-73.91725842509227,2366,Co-op City,Nightclub,10th Ave & 4th St SW,"[{'label': 'display', 'lat': 40.868988244852254, 'lng': -73.91725842509227}]",,US,Calgary,NY,United States,"['10th Ave & 4th St SW', 'Calgary, NY', 'United States']",,
2,Rhumba Night Club,,,40.847497,-73.90146999999999,594,Eastchester,Nightclub,396 E Tremont Ave,"[{'label': 'display', 'lat': 40.847497, 'lng': -73.90146999999999}, {'label': 'entrance', 'lat': 40.847626, 'lng': -73.901387}]",10457,US,Bronx,NY,United States,"['396 E Tremont Ave', 'Bronx, NY 10457', 'United States']",,
3,Zoodo night club,,,40.843545,-73.917328,962,Fieldston,Nightclub,1518 Macombs Rd,"[{'label': 'display', 'lat': 40.843545, 'lng': -73.917328}, {'label': 'entrance', 'lat': 40.843506, 'lng': -73.917436}]",10452,US,Bronx,NY,United States,"['1518 Macombs Rd (172 street)', 'Bronx, NY 10452', 'United States']",172 street,
4,Ballers Night Club,,,40.841407000000004,-73.917259,1119,Riverdale,Nightlife Spot,1465 Jerome Ave,"[{'label': 'display', 'lat': 40.841407000000004, 'lng': -73.917259}, {'label': 'entrance', 'lat': 40.841343, 'lng': -73.917102}]",10452,US,Bronx,NY,United States,"['1465 Jerome Ave', 'Bronx, NY 10452', 'United States']",,
5,Tahbu Night Club,,,40.86130513100488,-73.91314201419885,1446,Kingsbridge,Nightclub,,"[{'label': 'display', 'lat': 40.86130513100488, 'lng': -73.91314201419885}]",10468,US,Bronx,NY,United States,"['Bronx, NY 10468', 'United States']",,
6,Le Trou Night Club,,,40.838348,-73.92006,1531,Marble Hill,Lounge,,"[{'label': 'display', 'lat': 40.838348, 'lng': -73.92006}]",,US,,New York,United States,"['New York', 'United States']",,
7,Tropicana Theatere & Lounge,,,40.83740441148761,-73.87792219453874,2857,Woodlawn,Lounge,1060 Home St,"[{'label': 'display', 'lat': 40.83740441148761, 'lng': -73.87792219453874}]",10459,US,Bronx,NY,United States,"['1060 Home St (Westchester Ave)', 'Bronx, NY 10459', 'United States']",Westchester Ave,
8,Rincon Lation Night Club,,,40.82339096069336,-73.89737701416016,2978,Norwood,Nightclub,1005 Intervale Ave,"[{'label': 'entrance', 'lat': 40.823399, 'lng': -73.897046}, {'label': 'display', 'lat': 40.82339096069336, 'lng': -73.89737701416016}]",10459,US,Bronx,NY,United States,"['1005 Intervale Ave', 'Bronx, NY 10459', 'United States']",,
9,Templo Caribeno Night Club,,,40.819281,-73.91416,3327,Williamsbridge,,2999 3rd Ave,"[{'label': 'display', 'lat': 40.819281, 'lng': -73.91416}, {'label': 'entrance', 'lat': 40.819228, 'lng': -73.91396}]",10455,US,Bronx,NY,United States,"['2999 3rd Ave', 'Bronx, NY 10455', 'United States']",,
0,Star Nightclub,,,40.77727,-73.97920699999999,2306,,Pub,246 Columbus Ave,"[{'label': 'display', 'lat': 40.77727, 'lng': -73.97920699999999}]",10023,US,New York,NY,United States,"['246 Columbus Ave (btw 71st and 72nd)', 'New York, NY 10023', 'United States']",btw 71st and 72nd,42a39200f964a520ea241fe3
1,The World Nightclub,,,40.75660022142159,-73.99007881236722,2273,,Nightclub,669 8th Ave,"[{'label': 'display', 'lat': 40.75660022142159, 'lng': -73.99007881236722}]",10036,US,New York,NY,United States,"['669 8th Ave (42nd street)', 'New York, NY 10036', 'United States']",42nd street,4ccc8101511b236a37e3f1c9
2,Blue Nightclub,,,40.757651,-73.98715,2010,,Nightclub,220 W 44th St,"[{'label': 'display', 'lat': 40.757651, 'lng': -73.98715}]",10036,US,New York,NY,United States,"['220 W 44th St', 'New York, NY 10036', 'United States']",,5cfc88ce3fffb4002572fa4e
3,C72 nightclub,,,40.777047,-73.979019,2276,,Nightclub,,"[{'label': 'display', 'lat': 40.777047, 'lng': -73.979019}]",,US,New York,NY,United States,"['New York, NY', 'United States']",,5197052f498eccd5ab0540af
4,Doha Nightclub NYC,,,40.753056,-73.933011,2698,,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.753056, 'lng': -73.933011}]",11101,US,Long Island City,NY,United States,"['3834 31st St', 'Long Island City, NY 11101', 'United States']",,5a58a0b5c47cf954cad00ad1
5,Mission Nightclub,,,40.74793425253044,-73.99496170439467,2983,,Nightclub,229 W 28th St,"[{'label': 'display', 'lat': 40.74793425253044, 'lng': -73.99496170439467}, {'label': 'entrance', 'lat': 40.747951, 'lng': -73.994828}]",10001,US,New York,NY,United States,"['229 W 28th St (Between 7th & 8th Ave)', 'New York, NY 10001', 'United States']",Between 7th & 8th Ave,5a96e751d69ed035676ca89a
6,Embassy Nightclub & Lounge,,,40.744403,-73.931507,3229,,Nightclub,33-02 Queens Blvd,"[{'label': 'display', 'lat': 40.744403, 'lng': -73.931507}]",11101,US,Queens,NY,United States,"['33-02 Queens Blvd (33rd Street)', 'Long Island City, NY 11101', 'United States']",33rd Street,57da0f88498e0dee5c0e75ee
7,Evolve Lounge,,,40.76049935159113,-73.96597594796832,205,,Gay Bar,221 E 58th St,"[{'label': 'display', 'lat': 40.76049935159113, 'lng': -73.96597594796832}, {'label': 'entrance', 'lat': 40.760535, 'lng': -73.965912}]",10022,US,New York,NY,United States,"['221 E 58th St (at 3rd Ave.)', 'New York, NY 10022', 'United States']",at 3rd Ave.,4bc39cd3abf495216305c493
8,J'adore Nightclub,,,40.73888687204467,-73.99424272282393,3516,,Nightclub,37 W 17th St,"[{'label': 'display', 'lat': 40.73888687204467, 'lng': -73.99424272282393}]",10011,US,New York,NY,United States,"['37 W 17th St (Bet 5th And 6th Ave.)', 'New York, NY 10011', 'United States']",Bet 5th And 6th Ave.,4ec861cacc21b428e42e21b2
9,YOTEL New York,,,40.759171152139054,-73.99526845262133,2676,,Hotel,570 10th Ave,"[{'label': 'display', 'lat': 40.759171152139054, 'lng': -73.99526845262133}]",10036,US,New York,NY,United States,"['570 10th Ave (at W 42nd St)', 'New York, NY 10036', 'United States']",at W 42nd St,4da5dd2fcda1c55f755f88c5
10,Lavo,,,40.762919168049976,-73.97133777386868,718,,Nightclub,39 E 58th St,"[{'label': 'display', 'lat': 40.762919168049976, 'lng': -73.97133777386868}]",10022,US,New York,NY,United States,"['39 E 58th St (btwn Park & Madison Ave)', 'New York, NY 10022', 'United States']",btwn Park & Madison Ave,4c7ecc952042b1f79b0dc1ad
11,Ammos Night Club,,,40.754124,-73.977017,1325,,Nightclub,,"[{'label': 'display', 'lat': 40.754124, 'lng': -73.977017}]",,US,,New York,United States,"['New York', 'United States']",,4e6c58e7d4c09a17a590df4f
12,Purlieu,,,40.75538156703345,-73.92763805335761,3077,,Lounge,36-04 34th Street,"[{'label': 'display', 'lat': 40.75538156703345, 'lng': -73.92763805335761}]",11106,US,Astoria,NY,United States,"['36-04 34th Street (36th Avenue & 34th Street)', 'Astoria, NY 11106', 'United States']",36th Avenue & 34th Street,5166fa34e4b0503b7758067a
13,New York Nightclubs VIP,,,40.7447697097984,-73.98710489273071,2631,,Nightclub,244 5th Ave Ste A268,"[{'label': 'display', 'lat': 40.7447697097984, 'lng': -73.98710489273071}]",10001,US,New York,NY,United States,"['244 5th Ave Ste A268', 'New York, NY 10001', 'United States']",,4ea20db67beb98c09b7f9e0f
14,Chango Night Club,,,40.75291146727775,-73.93293673154425,2709,,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.75291146727775, 'lng': -73.93293673154425}]",11101,US,Long Island City,NY,United States,"['3834 31st St (btwn 38th & 39th Ave.)', 'Long Island City, NY 11101', 'United States']",btwn 38th & 39th Ave.,4c021817fd082d7f18f90785
15,Babylon Hookah Lounge,,,40.745495410150944,-73.9776819211828,2031,,Hookah Bar,208 E 34th St,"[{'label': 'display', 'lat': 40.745495410150944, 'lng': -73.9776819211828}, {'label': 'entrance', 'lat': 40.745379, 'lng': -73.977679}]",10016,US,New York,NY,United States,"['208 E 34th St (at 3rd Ave)', 'New York, NY 10016', 'United States']",at 3rd Ave,4dc725b01f6ef43b8a4056b4
16,Arena Night Club,,,40.7549440897888,-73.98593451199434,1978,,Nightclub,135 W 41st St,"[{'label': 'display', 'lat': 40.7549440897888, 'lng': -73.98593451199434}]",10036,US,New York,NY,United States,"['135 W 41st St (btwn 6th Ave. & Broadway)', 'New York, NY 10036', 'United States']",btwn 6th Ave. & Broadway,4a73d7b0f964a52088dd1fe3
17,Escuelita,,,40.755623449055406,-73.99118474661114,2386,,Gay Bar,301 W 39th St,"[{'label': 'display', 'lat': 40.755623449055406, 'lng': -73.99118474661114}]",10018,US,New York,NY,United States,"['301 W 39th St (btwn 8th & 9th Ave.)', 'New York, NY 10018', 'United States']",btwn 8th & 9th Ave.,3fd66200f964a5208ee71ee3
18,Studio 21,,,40.74158156799786,-73.99358492738803,3278,,Lounge,59 W 21st St,"[{'label': 'display', 'lat': 40.74158156799786, 'lng': -73.99358492738803}]",10010,US,New York,NY,United States,"['59 W 21st St (btwn 5th & 6th Ave.)', 'New York, NY 10010', 'United States']",btwn 5th & 6th Ave.,4cb765c8bac937042643d47c
0,Embassy Nightclub & Lounge,,,40.744403,-73.931507,1889,,Nightclub,33-02 Queens Blvd,"[{'label': 'display', 'lat': 40.744403, 'lng': -73.931507}]",11101,US,Queens,NY,United States,"['33-02 Queens Blvd (33rd Street)', 'Long Island City, NY 11101', 'United States']",33rd Street,57da0f88498e0dee5c0e75ee
1,Doha Nightclub NYC,,,40.753056,-73.933011,2060,,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.753056, 'lng': -73.933011}]",11101,US,Long Island City,NY,United States,"['3834 31st St', 'Long Island City, NY 11101', 'United States']",,5a58a0b5c47cf954cad00ad1
2,Blue Nightclub,,,40.757651,-73.98715,3223,,Nightclub,220 W 44th St,"[{'label': 'display', 'lat': 40.757651, 'lng': -73.98715}]",10036,US,New York,NY,United States,"['220 W 44th St', 'New York, NY 10036', 'United States']",,5cfc88ce3fffb4002572fa4e
3,J'adore Nightclub,,,40.73888687204467,-73.99424272282393,3442,,Nightclub,37 W 17th St,"[{'label': 'display', 'lat': 40.73888687204467, 'lng': -73.99424272282393}]",10011,US,New York,NY,United States,"['37 W 17th St (Bet 5th And 6th Ave.)', 'New York, NY 10011', 'United States']",Bet 5th And 6th Ave.,4ec861cacc21b428e42e21b2
4,Purlieu,,,40.75538156703345,-73.92763805335761,2582,,Lounge,36-04 34th Street,"[{'label': 'display', 'lat': 40.75538156703345, 'lng': -73.92763805335761}]",11106,US,Astoria,NY,United States,"['36-04 34th Street (36th Avenue & 34th Street)', 'Astoria, NY 11106', 'United States']",36th Avenue & 34th Street,5166fa34e4b0503b7758067a
5,Ammos Night Club,,,40.754124,-73.977017,2287,,Nightclub,,"[{'label': 'display', 'lat': 40.754124, 'lng': -73.977017}]",,US,,New York,United States,"['New York', 'United States']",,4e6c58e7d4c09a17a590df4f
6,Chango Night Club,,,40.75291146727775,-73.93293673154425,2057,,Nightclub,3834 31st St,"[{'label': 'display', 'lat': 40.75291146727775, 'lng': -73.93293673154425}]",11101,US,Long Island City,NY,United States,"['3834 31st St (btwn 38th & 39th Ave.)', 'Long Island City, NY 11101', 'United States']",btwn 38th & 39th Ave.,4c021817fd082d7f18f90785
7,New York Nightclubs VIP,,,40.7447697097984,-73.98710489273071,2807,,Nightclub,244 5th Ave Ste A268,"[{'label': 'display', 'lat': 40.7447697097984, 'lng': -73.98710489273071}]",10001,US,New York,NY,United States,"['244 5th Ave Ste A268', 'New York, NY 10001', 'United States']",,4ea20db67beb98c09b7f9e0f
