,name,proximal_neighborhood,map_neighborhood,lat,lng,distance,neighborhood,categories,address,labeledLatLngs,postalCode,cc,city,state,country,formattedAddress,crossStreet,id
4,Stephanie's Night Club,,,40.62595408815796,-73.96798587279761,3214,Riverdale,Dance Studio,A Place In The Distance,"[{'label': 'display', 'lat': 40.62595408815796, 'lng': -73.96798587279761}]",,US,Where The Sun Never Dies,NY,United States,"['A Place In The Distance', 'Where The Sun Never Dies, NY', 'United States']",,
0,The Buzz Nightclub,,,40.66355048728836,-73.95863448433171,2989,Wakefield,Nightclub,103 Empire Blvd,"[{'label': 'display', 'lat': 40.66355048728836, 'lng': -73.95863448433171}]",11225,US,Brooklyn,NY,United States,"['103 Empire Blvd (Bedford Ave)', 'Brooklyn, NY 11225', 'United States']",Bedford Ave,
1,Stephanie's Night Club,,,40.62595408815796,-73.96798587279761,2108,Co-op City,Dance Studio,A Place In The Distance,"[{'label': 'display', 'lat': 40.62595408815796, 'lng': -73.96798587279761}]",,US,Where The Sun Never Dies,NY,United States,"['A Place In The Distance', 'Where The Sun Never Dies, NY', 'United States']",,
2,Tropics Night Club,,,40.65292654957437,-74.00652912076004,2498,Eastchester,Nightclub,363-399 39th St,"[{'label': 'display', 'lat': 40.65292654957437, 'lng': -74.00652912076004}]",11232,US,Brooklyn,NY,United States,"['363-399 39th St (4th ave)', 'Brooklyn, NY 11232', 'United States']",4th ave,
3,Jaguars 3,,,40.65029835157817,-74.01419548488389,2985,Fieldston,Nightclub,225 47th St,"[{'label': 'display', 'lat': 40.65029835157817, 'lng': -74.01419548488389}]",11220,US,Brooklyn,NY,United States,"['225 47th St (btwn 2nd & 3rd Ave)', 'Brooklyn, NY 11220', 'United States']",btwn 2nd & 3rd Ave,
0,The Buzz Nightclub,,,40.66355048728836,-73.95863448433171,1954,Wakefield,Nightclub,103 Empire Blvd,"[{'label': 'display', 'lat': 40.66355048728836, 'lng': -73.95863448433171}]",11225,US,Brooklyn,NY,United States,"['103 Empire Blvd (Bedford Ave)', 'Brooklyn, NY 11225', 'United States']",Bedford Ave,
1,One77 Night Club,,,40.6695906,-73.9955277,1919,Co-op City,Music Venue,,"[{'label': 'display', 'lat': 40.6695906, 'lng': -73.9955277}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
2,Tropics Night Club,,,40.65292654957437,-74.00652912076004,2278,Eastchester,Nightclub,363-399 39th St,"[{'label': 'display', 'lat': 40.65292654957437, 'lng': -74.00652912076004}]",11232,US,Brooklyn,NY,United States,"['363-399 39th St (4th ave)', 'Brooklyn, NY 11232', 'United States']",4th ave,
3,Jaguars 3,,,40.65029835157817,-74.01419548488389,2975,Fieldston,Nightclub,225 47th St,"[{'label': 'display', 'lat': 40.65029835157817, 'lng': -74.01419548488389}]",11220,US,Brooklyn,NY,United States,"['225 47th St (btwn 2nd & 3rd Ave)', 'Brooklyn, NY 11220', 'United States']",btwn 2nd & 3rd Ave,
4,Stephanie's Night Club,,,40.62595408815796,-73.96798587279761,3597,Riverdale,Dance Studio,A Place In The Distance,"[{'label': 'display', 'lat': 40.62595408815796, 'lng': -73.96798587279761}]",,US,Where The Sun Never Dies,NY,United States,"['A Place In The Distance', 'Where The Sun Never Dies, NY', 'United States']",,
0,The Buzz Nightclub,,,40.66355048728836,-73.95863448433171,1568,Wakefield,Nightclub,103 Empire Blvd,"[{'label': 'display', 'lat': 40.66355048728836, 'lng': -73.95863448433171}]",11225,US,Brooklyn,NY,United States,"['103 Empire Blvd (Bedford Ave)', 'Brooklyn, NY 11225', 'United States']",Bedford Ave,
1,Arena Night Club,,,40.68966,-73.98129,1991,Co-op City,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
2,One77 Night Club,,,40.6695906,-73.9955277,2711,Eastchester,Music Venue,,"[{'label': 'display', 'lat': 40.6695906, 'lng': -73.9955277}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
0,Ascromundo Night Club,,,40.676028,-73.891971,2045,Wakefield,Nightclub,2770 Atlantic Ave,"[{'label': 'display', 'lat': 40.676028, 'lng': -73.891971}]",11207,US,Brooklyn,NY,United States,"['2770 Atlantic Ave', 'Brooklyn, NY 11207', 'United States']",,
0,VANDAL Nightclub,,,40.721200701082005,-73.99345526074791,3367,Wakefield,Nightclub,199 Bowery Lowr Level,"[{'label': 'display', 'lat': 40.721200701082005, 'lng': -73.99345526074791}]",10002,US,New York,NY,United States,"['199 Bowery Lowr Level', 'New York, NY 10002', 'United States']",,
1,Arena Night Club,,,40.68966,-73.98129,2759,Co-op City,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
2,Peligro Night Club,,,40.721885681152344,-73.9871597290039,2949,Eastchester,Nightclub,184 Ludlow St,"[{'label': 'display', 'lat': 40.721885681152344, 'lng': -73.9871597290039}]",10002,US,New York,NY,United States,"['184 Ludlow St (E Houston St)', 'New York, NY 10002', 'United States']",E Houston St,
0,Borinquen Night Club,,,40.699021,-73.910893,1216,Wakefield,Nightlife Spot,300 Wyckoff Ave,"[{'label': 'display', 'lat': 40.699021, 'lng': -73.910893}]",11237,US,Brooklyn,NY,United States,"['300 Wyckoff Ave', 'Brooklyn, NY 11237', 'United States']",,
1,Ascromundo Night Club,,,40.676028,-73.891971,3733,Co-op City,Nightclub,2770 Atlantic Ave,"[{'label': 'display', 'lat': 40.676028, 'lng': -73.891971}]",11207,US,Brooklyn,NY,United States,"['2770 Atlantic Ave', 'Brooklyn, NY 11207', 'United States']",,
0,The Buzz Nightclub,,,40.66355048728836,-73.95863448433171,2995,Wakefield,Nightclub,103 Empire Blvd,"[{'label': 'display', 'lat': 40.66355048728836, 'lng': -73.95863448433171}]",11225,US,Brooklyn,NY,United States,"['103 Empire Blvd (Bedford Ave)', 'Brooklyn, NY 11225', 'United States']",Bedford Ave,
1,Borinquen Night Club,,,40.699021,-73.910893,2919,Co-op City,Nightlife Spot,300 Wyckoff Ave,"[{'label': 'display', 'lat': 40.699021, 'lng': -73.910893}]",11237,US,Brooklyn,NY,United States,"['300 Wyckoff Ave', 'Brooklyn, NY 11237', 'United States']",,
2,Arena Night Club,,,40.68966,-73.98129,3345,Eastchester,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
0,VANDAL Nightclub,,,40.721200701082005,-73.99345526074791,2820,Wakefield,Nightclub,199 Bowery Lowr Level,"[{'label': 'display', 'lat': 40.721200701082005, 'lng': -73.99345526074791}]",10002,US,New York,NY,United States,"['199 Bowery Lowr Level', 'New York, NY 10002', 'United States']",,
1,Golden Unicorn Restaurant 麒麟金閣,,,40.713628504646834,-73.99723023176193,1998,Co-op City,Dim Sum Restaurant,18 E Broadway,"[{'label': 'display', 'lat': 40.713628504646834, 'lng': -73.99723023176193}]",10002,US,New York,NY,United States,"['18 E Broadway (at Catherine St)', 'New York, NY 10002', 'United States']",at Catherine St,
2,Arena Night Club,,,40.68966,-73.98129,1260,Eastchester,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
3,One77 Night Club,,,40.6695906,-73.9955277,2928,Fieldston,Music Venue,,"[{'label': 'display', 'lat': 40.6695906, 'lng': -73.9955277}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
4,KTU Professional Radio DJ Night Club and Lounge,,,40.720443,-74.005319,2904,Riverdale,Nightclub,32 Avenue of the Americas,"[{'label': 'display', 'lat': 40.720443, 'lng': -74.005319}]",10013,US,New York,NY,United States,"['32 Avenue of the Americas', 'New York, NY 10013', 'United States']",,
5,Peligro Night Club,,,40.721885681152344,-73.9871597290039,2950,Kingsbridge,Nightclub,184 Ludlow St,"[{'label': 'display', 'lat': 40.721885681152344, 'lng': -73.9871597290039}]",10002,US,New York,NY,United States,"['184 Ludlow St (E Houston St)', 'New York, NY 10002', 'United States']",E Houston St,
6,Ave night club,,,40.7235273,-73.997321,3093,Marble Hill,Pub,,"[{'label': 'display', 'lat': 40.7235273, 'lng': -73.997321}]",10012,US,New York,NY,United States,"['116 10th Ave', 'New York, NY 10012', 'United States']",116 10th Ave,
0,Golden Unicorn Restaurant 麒麟金閣,,,40.713628504646834,-73.99723023176193,2864,Wakefield,Dim Sum Restaurant,18 E Broadway,"[{'label': 'display', 'lat': 40.713628504646834, 'lng': -73.99723023176193}]",10002,US,New York,NY,United States,"['18 E Broadway (at Catherine St)', 'New York, NY 10002', 'United States']",at Catherine St,
1,Arena Night Club,,,40.68966,-73.98129,1470,Co-op City,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
2,One77 Night Club,,,40.6695906,-73.9955277,2056,Eastchester,Music Venue,,"[{'label': 'display', 'lat': 40.6695906, 'lng': -73.9955277}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
0,Golden Unicorn Restaurant 麒麟金閣,,,40.713628504646834,-73.99723023176193,3689,Wakefield,Dim Sum Restaurant,18 E Broadway,"[{'label': 'display', 'lat': 40.713628504646834, 'lng': -73.99723023176193}]",10002,US,New York,NY,United States,"['18 E Broadway (at Catherine St)', 'New York, NY 10002', 'United States']",at Catherine St,
1,One77 Night Club,,,40.6695906,-73.9955277,1221,Co-op City,Music Venue,,"[{'label': 'display', 'lat': 40.6695906, 'lng': -73.9955277}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
2,Arena Night Club,,,40.68966,-73.98129,1517,Eastchester,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
3,Tropics Night Club,,,40.65292654957437,-74.00652912076004,3233,Fieldston,Nightclub,363-399 39th St,"[{'label': 'display', 'lat': 40.65292654957437, 'lng': -74.00652912076004}]",11232,US,Brooklyn,NY,United States,"['363-399 39th St (4th ave)', 'Brooklyn, NY 11232', 'United States']",4th ave,
0,One77 Night Club,,,40.6695906,-73.9955277,1632,Wakefield,Music Venue,,"[{'label': 'display', 'lat': 40.6695906, 'lng': -73.9955277}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
1,Tropics Night Club,,,40.65292654957437,-74.00652912076004,2649,Co-op City,Nightclub,363-399 39th St,"[{'label': 'display', 'lat': 40.65292654957437, 'lng': -74.00652912076004}]",11232,US,Brooklyn,NY,United States,"['363-399 39th St (4th ave)', 'Brooklyn, NY 11232', 'United States']",4th ave,
2,Arena Night Club,,,40.68966,-73.98129,3047,Eastchester,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
3,Jaguars 3,,,40.65029835157817,-74.01419548488389,2891,Fieldston,Nightclub,225 47th St,"[{'label': 'display', 'lat': 40.65029835157817, 'lng': -74.01419548488389}]",11220,US,Brooklyn,NY,United States,"['225 47th St (btwn 2nd & 3rd Ave)', 'Brooklyn, NY 11220', 'United States']",btwn 2nd & 3rd Ave,
0,One77 Night Club,,,40.6695906,-73.9955277,491,Wakefield,Music Venue,,"[{'label': 'display', 'lat': 40.6695906, 'lng': -73.9955277}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
1,Arena Night Club,,,40.68966,-73.98129,2073,Co-op City,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
2,Tropics Night Club,,,40.65292654957437,-74.00652912076004,2551,Eastchester,Nightclub,363-399 39th St,"[{'label': 'display', 'lat': 40.65292654957437, 'lng': -74.00652912076004}]",11232,US,Brooklyn,NY,United States,"['363-399 39th St (4th ave)', 'Brooklyn, NY 11232', 'United States']",4th ave,
0,The Buzz Nightclub,,,40.66355048728836,-73.95863448433171,3030,Wakefield,Nightclub,103 Empire Blvd,"[{'label': 'display', 'lat': 40.66355048728836, 'lng': -73.95863448433171}]",11225,US,Brooklyn,NY,United States,"['103 Empire Blvd (Bedford Ave)', 'Brooklyn, NY 11225', 'United States']",Bedford Ave,
1,Arena Night Club,,,40.68966,-73.98129,718,Co-op City,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
2,Golden Unicorn Restaurant 麒麟金閣,,,40.713628504646834,-73.99723023176193,3467,Eastchester,Dim Sum Restaurant,18 E Broadway,"[{'label': 'display', 'lat': 40.713628504646834, 'lng': -73.99723023176193}]",10002,US,New York,NY,United States,"['18 E Broadway (at Catherine St)', 'New York, NY 10002', 'United States']",at Catherine St,
3,One77 Night Club,,,40.6695906,-73.9955277,2844,Fieldston,Music Venue,,"[{'label': 'display', 'lat': 40.6695906, 'lng': -73.9955277}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
0,The Buzz Nightclub,,,40.66355048728836,-73.95863448433171,1836,Wakefield,Nightclub,103 Empire Blvd,"[{'label': 'display', 'lat': 40.66355048728836, 'lng': -73.95863448433171}]",11225,US,Brooklyn,NY,United States,"['103 Empire Blvd (Bedford Ave)', 'Brooklyn, NY 11225', 'United States']",Bedford Ave,
1,One77 Night Club,,,40.6695906,-73.9955277,1589,Co-op City,Music Venue,,"[{'label': 'display', 'lat': 40.6695906, 'lng': -73.9955277}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
2,Arena Night Club,,,40.68966,-73.98129,1963,Eastchester,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
0,Ascromundo Night Club,,,40.676028,-73.891971,1477,Wakefield,Nightclub,2770 Atlantic Ave,"[{'label': 'display', 'lat': 40.676028, 'lng': -73.891971}]",11207,US,Brooklyn,NY,United States,"['2770 Atlantic Ave', 'Brooklyn, NY 11207', 'United States']",,
1,Borinquen Night Club,,,40.699021,-73.910893,3434,Co-op City,Nightlife Spot,300 Wyckoff Ave,"[{'label': 'display', 'lat': 40.699021, 'lng': -73.910893}]",11237,US,Brooklyn,NY,United States,"['300 Wyckoff Ave', 'Brooklyn, NY 11237', 'United States']",,
0,Ascromundo Night Club,,,40.676028,-73.891971,1169,Wakefield,Nightclub,2770 Atlantic Ave,"[{'label': 'display', 'lat': 40.676028, 'lng': -73.891971}]",11207,US,Brooklyn,NY,United States,"['2770 Atlantic Ave', 'Brooklyn, NY 11207', 'United States']",,
0,Podium Night Club,,,40.62776847461678,-73.92745339862262,2311,Wakefield,Nightclub,1819 Utica Ave,"[{'label': 'display', 'lat': 40.62776847461678, 'lng': -73.92745339862262}, {'label': 'entrance', 'lat': 40.62777, 'lng': -73.927632}]",11234,US,Brooklyn,NY,United States,"['1819 Utica Ave (at Ave. J)', 'Brooklyn, NY 11234', 'United States']",at Ave. J,
1,Pulse Fesitval Grounds,,,40.63481421163117,-73.93418244527307,2712,Co-op City,Music Venue,1023 East 48th Street,"[{'label': 'display', 'lat': 40.63481421163117, 'lng': -73.93418244527307}]",11203,US,Brooklyn,NY,United States,"['1023 East 48th Street', 'Brooklyn, NY 11203', 'United States']",,
2,Pulse 48,,,40.63642013147006,-73.93057960438058,2408,Eastchester,Nightclub,1020 E 48th St,"[{'label': 'display', 'lat': 40.63642013147006, 'lng': -73.93057960438058}]",11203,US,Brooklyn,NY,United States,"['1020 E 48th St (Farragut Rd)', 'Brooklyn, NY 11203', 'United States']",Farragut Rd,
0,Podium Night Club,,,40.62776847461678,-73.92745339862262,329,Wakefield,Nightclub,1819 Utica Ave,"[{'label': 'display', 'lat': 40.62776847461678, 'lng': -73.92745339862262}, {'label': 'entrance', 'lat': 40.62777, 'lng': -73.927632}]",11234,US,Brooklyn,NY,United States,"['1819 Utica Ave (at Ave. J)', 'Brooklyn, NY 11234', 'United States']",at Ave. J,
1,Pulse Fesitval Grounds,,,40.63481421163117,-73.93418244527307,647,Co-op City,Music Venue,1023 East 48th Street,"[{'label': 'display', 'lat': 40.63481421163117, 'lng': -73.93418244527307}]",11203,US,Brooklyn,NY,United States,"['1023 East 48th Street', 'Brooklyn, NY 11203', 'United States']",,
2,Pulse 48,,,40.63642013147006,-73.93057960438058,676,Eastchester,Nightclub,1020 E 48th St,"[{'label': 'display', 'lat': 40.63642013147006, 'lng': -73.93057960438058}]",11203,US,Brooklyn,NY,United States,"['1020 E 48th St (Farragut Rd)', 'Brooklyn, NY 11203', 'United States']",Farragut Rd,
0,Podium Night Club,,,40.62776847461678,-73.92745339862262,2888,Wakefield,Nightclub,1819 Utica Ave,"[{'label': 'display', 'lat': 40.62776847461678, 'lng': -73.92745339862262}, {'label': 'entrance', 'lat': 40.62777, 'lng': -73.927632}]",11234,US,Brooklyn,NY,United States,"['1819 Utica Ave (at Ave. J)', 'Brooklyn, NY 11234', 'United States']",at Ave. J,
0,Tatiana Restaurant,,,40.575107783043585,-73.96158112357719,1557,Wakefield,Russian Restaurant,3152 Brighton 6th St,"[{'label': 'display', 'lat': 40.575107783043585, 'lng': -73.96158112357719}]",11235,US,Brooklyn,NY,United States,"['3152 Brighton 6th St (Boardwalk, Brighton Beach)', 'Brooklyn, NY 11235', 'United States']","Boardwalk, Brighton Beach",
1,A & L Night Club Karaoke Inc,,,40.579042,-73.959372,1344,Co-op City,Karaoke Bar,3159 Coney Island Ave,"[{'label': 'display', 'lat': 40.579042, 'lng': -73.959372}]",11235,US,Brooklyn,NY,United States,"['3159 Coney Island Ave (brighton beach and oceanview)', 'Brooklyn, NY 11235', 'United States']",brighton beach and oceanview,
2,Foxy Gentlemen's Club,,,40.575721740722656,-73.97979736328125,3075,Eastchester,Strip Club,1201 Surf Ave,"[{'label': 'display', 'lat': 40.575721740722656, 'lng': -73.97979736328125}]",11224,US,Brooklyn,NY,United States,"['1201 Surf Ave (Surf Avenue)', 'Brooklyn, NY 11224', 'United States']",Surf Avenue,
0,Foxy Gentlemen's Club,,,40.575721740722656,-73.97979736328125,767,Wakefield,Strip Club,1201 Surf Ave,"[{'label': 'display', 'lat': 40.575721740722656, 'lng': -73.97979736328125}]",11224,US,Brooklyn,NY,United States,"['1201 Surf Ave (Surf Avenue)', 'Brooklyn, NY 11224', 'United States']",Surf Avenue,
1,Tatiana Restaurant,,,40.575107783043585,-73.96158112357719,2293,Co-op City,Russian Restaurant,3152 Brighton 6th St,"[{'label': 'display', 'lat': 40.575107783043585, 'lng': -73.96158112357719}]",11235,US,Brooklyn,NY,United States,"['3152 Brighton 6th St (Boardwalk, Brighton Beach)', 'Brooklyn, NY 11235', 'United States']","Boardwalk, Brighton Beach",
2,A & L Night Club Karaoke Inc,,,40.579042,-73.959372,2534,Eastchester,Karaoke Bar,3159 Coney Island Ave,"[{'label': 'display', 'lat': 40.579042, 'lng': -73.959372}]",11235,US,Brooklyn,NY,United States,"['3159 Coney Island Ave (brighton beach and oceanview)', 'Brooklyn, NY 11235', 'United States']",brighton beach and oceanview,
0,Russian Night Club Taous,,,40.61314765780938,-73.96333100591771,3356,Wakefield,General Entertainment,"1814 Coney Island ave (between Avenue N & Avenue O) Neighborhoods: Ocean Parkway, Midwood","[{'label': 'display', 'lat': 40.61314765780938, 'lng': -73.96333100591771}]",11230,US,Brooklyn,NY,United States,"['1814 Coney Island ave (between Avenue N & Avenue O) Neighborhoods: Ocean Parkway, Midwood', 'Brooklyn, NY 11230', 'United States']",,
1,Foxy Gentlemen's Club,,,40.575721740722656,-73.97979736328125,3095,Co-op City,Strip Club,1201 Surf Ave,"[{'label': 'display', 'lat': 40.575721740722656, 'lng': -73.97979736328125}]",11224,US,Brooklyn,NY,United States,"['1201 Surf Ave (Surf Avenue)', 'Brooklyn, NY 11224', 'United States']",Surf Avenue,
2,Suite Night Club,,,40.620793,-74.02765600000001,3402,Eastchester,Nightclub,437 88th St,"[{'label': 'display', 'lat': 40.620793, 'lng': -74.02765600000001}]",11209,US,Brooklyn,NY,United States,"['437 88th St', 'Brooklyn, NY 11209', 'United States']",,
3,Eltous Night Club,,,40.613155364990234,-73.96333312988281,3356,Fieldston,Nightclub,1814 Coney Island Ave,"[{'label': 'entrance', 'lat': 40.613169, 'lng': -73.96316}, {'label': 'display', 'lat': 40.613155364990234, 'lng': -73.96333312988281}]",11230,US,Brooklyn,NY,United States,"['1814 Coney Island Ave', 'Brooklyn, NY 11230', 'United States']",,
4,Passion Night Club,,,40.613149,-73.963337,3355,Riverdale,Nightclub,1814 Coney Island Ave,"[{'label': 'display', 'lat': 40.613149, 'lng': -73.963337}]",11230,US,Brooklyn,NY,United States,"['1814 Coney Island Ave (Ave N and Ave O)', 'Brooklyn, NY 11230', 'United States']",Ave N and Ave O,
0,Russian Night Club Taous,,,40.61314765780938,-73.96333100591771,3196,Wakefield,General Entertainment,"1814 Coney Island ave (between Avenue N & Avenue O) Neighborhoods: Ocean Parkway, Midwood","[{'label': 'display', 'lat': 40.61314765780938, 'lng': -73.96333100591771}]",11230,US,Brooklyn,NY,United States,"['1814 Coney Island ave (between Avenue N & Avenue O) Neighborhoods: Ocean Parkway, Midwood', 'Brooklyn, NY 11230', 'United States']",,
1,Stephanie's Night Club,,,40.62595408815796,-73.96798587279761,2062,Co-op City,Dance Studio,A Place In The Distance,"[{'label': 'display', 'lat': 40.62595408815796, 'lng': -73.96798587279761}]",,US,Where The Sun Never Dies,NY,United States,"['A Place In The Distance', 'Where The Sun Never Dies, NY', 'United States']",,
2,Tropics Night Club,,,40.65292654957437,-74.00652912076004,2586,Eastchester,Nightclub,363-399 39th St,"[{'label': 'display', 'lat': 40.65292654957437, 'lng': -74.00652912076004}]",11232,US,Brooklyn,NY,United States,"['363-399 39th St (4th ave)', 'Brooklyn, NY 11232', 'United States']",4th ave,
3,Jaguars 3,,,40.65029835157817,-74.01419548488389,2767,Fieldston,Nightclub,225 47th St,"[{'label': 'display', 'lat': 40.65029835157817, 'lng': -74.01419548488389}]",11220,US,Brooklyn,NY,United States,"['225 47th St (btwn 2nd & 3rd Ave)', 'Brooklyn, NY 11220', 'United States']",btwn 2nd & 3rd Ave,
4,Suite Night Club,,,40.620793,-74.02765600000001,3426,Riverdale,Nightclub,437 88th St,"[{'label': 'display', 'lat': 40.620793, 'lng': -74.02765600000001}]",11209,US,Brooklyn,NY,United States,"['437 88th St', 'Brooklyn, NY 11209', 'United States']",,
5,Eltous Night Club,,,40.613155364990234,-73.96333312988281,3195,Kingsbridge,Nightclub,1814 Coney Island Ave,"[{'label': 'entrance', 'lat': 40.613169, 'lng': -73.96316}, {'label': 'display', 'lat': 40.613155364990234, 'lng': -73.96333312988281}]",11230,US,Brooklyn,NY,United States,"['1814 Coney Island Ave', 'Brooklyn, NY 11230', 'United States']",,
6,Passion Night Club,,,40.613149,-73.963337,3195,Marble Hill,Nightclub,1814 Coney Island Ave,"[{'label': 'display', 'lat': 40.613149, 'lng': -73.963337}]",11230,US,Brooklyn,NY,United States,"['1814 Coney Island Ave (Ave N and Ave O)', 'Brooklyn, NY 11230', 'United States']",Ave N and Ave O,
0,Suite Night Club,,,40.620793,-74.02765600000001,726,Wakefield,Nightclub,437 88th St,"[{'label': 'display', 'lat': 40.620793, 'lng': -74.02765600000001}]",11209,US,Brooklyn,NY,United States,"['437 88th St', 'Brooklyn, NY 11209', 'United States']",,
1,Jaguars 3,,,40.65029835157817,-74.01419548488389,3486,Co-op City,Nightclub,225 47th St,"[{'label': 'display', 'lat': 40.65029835157817, 'lng': -74.01419548488389}]",11220,US,Brooklyn,NY,United States,"['225 47th St (btwn 2nd & 3rd Ave)', 'Brooklyn, NY 11220', 'United States']",btwn 2nd & 3rd Ave,
0,Tatiana Restaurant,,,40.575107783043585,-73.96158112357719,3186,Wakefield,Russian Restaurant,3152 Brighton 6th St,"[{'label': 'display', 'lat': 40.575107783043585, 'lng': -73.96158112357719}]",11235,US,Brooklyn,NY,United States,"['3152 Brighton 6th St (Boardwalk, Brighton Beach)', 'Brooklyn, NY 11235', 'United States']","Boardwalk, Brighton Beach",
1,A & L Night Club Karaoke Inc,,,40.579042,-73.959372,2801,Co-op City,Karaoke Bar,3159 Coney Island Ave,"[{'label': 'display', 'lat': 40.579042, 'lng': -73.959372}]",11235,US,Brooklyn,NY,United States,"['3159 Coney Island Ave (brighton beach and oceanview)', 'Brooklyn, NY 11235', 'United States']",brighton beach and oceanview,
0,Podium Night Club,,,40.62776847461678,-73.92745339862262,2032,Wakefield,Nightclub,1819 Utica Ave,"[{'label': 'display', 'lat': 40.62776847461678, 'lng': -73.92745339862262}, {'label': 'entrance', 'lat': 40.62777, 'lng': -73.927632}]",11234,US,Brooklyn,NY,United States,"['1819 Utica Ave (at Ave. J)', 'Brooklyn, NY 11234', 'United States']",at Ave. J,
1,Russian Night Club Taous,,,40.61314765780938,-73.96333100591771,2729,Co-op City,General Entertainment,"1814 Coney Island ave (between Avenue N & Avenue O) Neighborhoods: Ocean Parkway, Midwood","[{'label': 'display', 'lat': 40.61314765780938, 'lng': -73.96333100591771}]",11230,US,Brooklyn,NY,United States,"['1814 Coney Island ave (between Avenue N & Avenue O) Neighborhoods: Ocean Parkway, Midwood', 'Brooklyn, NY 11230', 'United States']",,
2,Pulse Fesitval Grounds,,,40.63481421163117,-73.93418244527307,2800,Eastchester,Music Venue,1023 East 48th Street,"[{'label': 'display', 'lat': 40.63481421163117, 'lng': -73.93418244527307}]",11203,US,Brooklyn,NY,United States,"['1023 East 48th Street', 'Brooklyn, NY 11203', 'United States']",,
3,Eltous Night Club,,,40.613155364990234,-73.96333312988281,2729,Fieldston,Nightclub,1814 Coney Island Ave,"[{'label': 'entrance', 'lat': 40.613169, 'lng': -73.96316}, {'label': 'display', 'lat': 40.613155364990234, 'lng': -73.96333312988281}]",11230,US,Brooklyn,NY,United States,"['1814 Coney Island Ave', 'Brooklyn, NY 11230', 'United States']",,
4,Passion Night Club,,,40.613149,-73.963337,2730,Riverdale,Nightclub,1814 Coney Island Ave,"[{'label': 'display', 'lat': 40.613149, 'lng': -73.963337}]",11230,US,Brooklyn,NY,United States,"['1814 Coney Island Ave (Ave N and Ave O)', 'Brooklyn, NY 11230', 'United States']",Ave N and Ave O,
5,Pulse 48,,,40.63642013147006,-73.93057960438058,2969,Kingsbridge,Nightclub,1020 E 48th St,"[{'label': 'display', 'lat': 40.63642013147006, 'lng': -73.93057960438058}]",11203,US,Brooklyn,NY,United States,"['1020 E 48th St (Farragut Rd)', 'Brooklyn, NY 11203', 'United States']",Farragut Rd,
0,The Buzz Nightclub,,,40.66355048728836,-73.95863448433171,3394,Wakefield,Nightclub,103 Empire Blvd,"[{'label': 'display', 'lat': 40.66355048728836, 'lng': -73.95863448433171}]",11225,US,Brooklyn,NY,United States,"['103 Empire Blvd (Bedford Ave)', 'Brooklyn, NY 11225', 'United States']",Bedford Ave,
1,Arena Night Club,,,40.68966,-73.98129,1202,Co-op City,Nightclub,,"[{'label': 'display', 'lat': 40.68966, 'lng': -73.98129}]",,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,
0,Foxy Gentlemen's Club,,,40.575721740722656,-73.97979736328125,2374,Wakefield,Strip Club,1201 Surf Ave,"[{'label': 'display', 'lat': 40.575721740722656, 'lng': -73.97979736328125}]",11224,US,Brooklyn,NY,United States,"['1201 Surf Ave (Surf Avenue)', 'Brooklyn, NY 11224', 'United States']",Surf Avenue,
